Prefix,Next Activity - Ground Truth,Role Prefix,Next Role,Time Between Prefix,Next Activity - Prediction,Correct Prediction
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.48694193483172143]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.48694193483172143, -0.07365780889666979]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, -0.22598871120764674]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, -0.8959884009896292]",10,0
"[1, 12, 12]",14,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8959884009896292, 0.5235326612518219]",10,0
"[1, 12, 12, 14]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8959884009896292, 0.5235326612518219, 0.6496685250343436]",10,0
"[1, 12, 12, 14, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8959884009896292, 0.5235326612518219, 0.6496685250343436, 0.7492548932262552]",10,0
"[1, 12, 12, 14, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8959884009896292, 0.5235326612518219, 0.6496685250343436, 0.7492548932262552, 0.8832089404347871]",10,1
"[1, 12, 12, 14, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8959884009896292, 0.5235326612518219, 0.6496685250343436, 0.7492548932262552, 0.8832089404347871, -0.621857554164965]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.0140501305618201]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0140501305618201, 0.7860653668538643]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.926025544236026]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.926025544236026, 1.0302867813067118]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.20292298897604308]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.20292298897604308, -0.5678980279266009]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.8400460158947952]",10,0
"[1, 12, 14]",14,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8400460158947952, 0.5145800801003726]",10,0
"[1, 12, 14, 14]",12,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8400460158947952, 0.5145800801003726, 0.13871848512493395]",12,1
"[1, 12, 14, 14, 12]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8400460158947952, 0.5145800801003726, 0.13871848512493395, 0.14651497618410025]",10,1
"[1, 12, 14, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8400460158947952, 0.5145800801003726, 0.13871848512493395, 0.14651497618410025, 0.8119457298255617]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.8705366157476868]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8705366157476868, -1.3044148812226724]",12,0
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8705366157476868, -1.3044148812226724, 0.9213173103601368]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8427679930308981]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8427679930308981, 1.0825009100800183]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6378872729377854]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6378872729377854, 0.8626846571538371]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.6142862156111453]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.6142862156111453, 0.9229602285897032]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6142862156111453, 0.9229602285897032, -1.0910354331737393]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.9367884648630372]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9367884648630372, 0.9622931666345518]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.20147338812614324]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.20147338812614324, 0.09507638356529872]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.1395002108277774]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.1395002108277774, -0.6113494692090863]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.524445119954638]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.524445119954638, -1.048229782510454]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.1360262203512019]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.1360262203512019, 0.13129358932557236]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, 0.46632123071985104]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.9840287653727751]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9840287653727751, -0.1745811763469897]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.46253269612399606]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.46253269612399606, -1.148345763970199]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.7887324847091017]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7887324847091017, 0.8632364903125712]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7887324847091017, 0.8632364903125712, -0.999229737508277]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.45278533338476307]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.45278533338476307, 0.5157519927914186]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.013881644999674403]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.013881644999674403, -1.048229782510454]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.013881644999674403, -1.048229782510454, 0.5113750391808786]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, 0.25971962456726827]",2,1
[12],10,[1],1,[-1.4224766107948632],10,1
"[12, 10]",2,"[1, 1]",1,"[-1.4224766107948632, 0.006381042378905619]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9729737036015484]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9729737036015484, -0.7368502444571667]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5371336272642361]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5371336272642361, 0.6859872026374179]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5444790127809932]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5444790127809932, 0.02184568717177394]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.0140501305618201]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0140501305618201, -0.33233950154479874]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.636057769193023]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.636057769193023, 0.5108770210728765]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.636057769193023, 0.5108770210728765, 0.9455432503077696]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5381538091435089]",10,1
"[1, 12, 10]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5381538091435089, 0.9028862243349013]",2,0
"[1, 12, 10, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.5381538091435089, 0.9028862243349013, -1.3044148812226724]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.848934972281269]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.848934972281269, -0.3264991440653887]",10,0
"[1, 12, 14, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.848934972281269, -0.3264991440653887, 0.8872459942329013]",10,0
"[1, 12, 14, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.848934972281269, -0.3264991440653887, 0.8872459942329013, 0.9508314553644334]",10,0
"[1, 12, 14, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.848934972281269, -0.3264991440653887, 0.8872459942329013, 0.9508314553644334, 0.7020083159363116]",10,1
"[1, 12, 14, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.848934972281269, -0.3264991440653887, 0.8872459942329013, 0.9508314553644334, 0.7020083159363116, -0.7818424087381136]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6309419422798591]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6309419422798591, 0.7784653974149047]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.15489571986188455]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.15489571986188455, 0.9834624851785004]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.15489571986188455, 0.9834624851785004, 0.22029079502986162]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.8742149171455349]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8742149171455349, -0.6363966472837648]",12,1
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8742149171455349, -0.6363966472837648, 0.6333371409305657]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8742149171455349, -0.6363966472837648, 0.6333371409305657, -0.8811680079360862]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.687847675678947]",10,1
"[1, 12, 10]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.687847675678947, 0.9849576688606995]",2,0
"[1, 12, 10, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.687847675678947, 0.9849576688606995, 0.5030903150085507]",10,1
"[1, 12, 10, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.687847675678947, 0.9849576688606995, 0.5030903150085507, 0.3204570206446924]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9729737036015484]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9729737036015484, 0.051354533062129296]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.9502296925060997]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.7920586770309457]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.7920586770309457, 0.5268346512101354]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.6348799709184927]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6348799709184927, 0.8182543015290288]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6348799709184927, 0.8182543015290288, 1.1100542333563375]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.09749791973903534]",12,1
"[1, 1, 12]",14,"[1, 1, 1]",1,"[-1.4224766107948632, 0.09749791973903534, 0.777088179504706]",10,0
"[1, 1, 12, 14]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.09749791973903534, 0.777088179504706, 0.9254031755566047]",10,1
"[1, 1, 12, 14, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.09749791973903534, 0.777088179504706, 0.9254031755566047, 1.0332633458220857]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7897410766115205]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7897410766115205, 0.7358138220960699]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, 0.05087801008155334]",10,0
"[1, 12, 12]",14,"[1, 1, 1]",1,"[-1.4224766107948632, 0.05087801008155334, 0.9953692836065744]",10,0
"[1, 12, 12, 14]",12,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.05087801008155334, 0.9953692836065744, 0.9203873103719349]",10,0
"[1, 12, 12, 14, 12]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.05087801008155334, 0.9953692836065744, 0.9203873103719349, 0.7128981487551408]",10,1
"[1, 12, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.05087801008155334, 0.9953692836065744, 0.9203873103719349, 0.7128981487551408, -0.9612223498279945]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",8,"[1, 1]",1,"[-1.4224766107948632, 0.44239222383509025]",10,0
"[1, 12, 8]",8,"[1, 1, 1]",1,"[-1.4224766107948632, 0.44239222383509025, 0.8530051781038307]",10,0
"[1, 12, 8, 8]",8,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.44239222383509025, 0.8530051781038307, 0.9024018924733198]",10,0
"[1, 12, 8, 8, 8]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.44239222383509025, 0.8530051781038307, 0.9024018924733198, 0.07777618663358024]",10,1
"[1, 12, 8, 8, 8, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.44239222383509025, 0.8530051781038307, 0.9024018924733198, 0.07777618663358024, -0.7462284150772021]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.853668213021873]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.853668213021873, -0.999229737508277]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.853668213021873, -0.999229737508277, -0.6940445937938815]",2,1
[12],10,[1],1,[-1.4224766107948632],10,1
"[12, 10]",2,"[1, 1]",1,"[-1.4224766107948632, 0.13773625551459373]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.6395957628268665]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6395957628268665, 0.7752595643601072]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6395957628268665, 0.7752595643601072, 0.8457665574356803]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.10709556317097667]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.10709556317097667, -0.09106055545279748]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 1.1431583473084312]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 1.1431583473084312, -0.7088649868474247]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7392918581208869]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7392918581208869, 0.24968980376326497]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9502296925060997]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.8439269975379502]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.17699277346850978]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.17699277346850978, 0.6886388420740807]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.17699277346850978, 0.6886388420740807, 0.9640372029490865]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.17699277346850978, 0.6886388420740807, 0.9640372029490865, -0.671893025284503]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.004658095246667508]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.004658095246667508, -1.048229782510454]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.004658095246667508, -1.048229782510454, 0.04083509204882822]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.6837769813211357]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6837769813211357, 0.922433120548554]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6837769813211357, 0.922433120548554, 0.7597709099911739]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6837769813211357, 0.922433120548554, 0.7597709099911739, -0.8121063233660725]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.937172717643493]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.937172717643493, 1.0664528342490676]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.4428975171381238]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.4428975171381238, 0.828249791304375]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.14377130148771947]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.14377130148771947, -0.26010102689457254]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.5608890736966397]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5608890736966397, 0.8829045968059478]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.5608890736966397, 0.8829045968059478, 0.8488922897702993]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8450750717691676]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8450750717691676, 0.963844549891822]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.19233862670080124]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.19233862670080124, -0.9301680529382633]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.19233862670080124, -0.9301680529382633, 0.464229535058416]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8997607578783426]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8997607578783426, 0.9390411968417678]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.9502296925060997]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.8422160150705548]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.8422160150705548, 1.0607495770900486]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.8422160150705548, 1.0607495770900486, 0.8258571463820306]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7794234876442542]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7794234876442542, 0.9986451071088197]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6828176602890553]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6828176602890553, 0.9257319166702397]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.9164900317191607]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9164900317191607, -0.5934037210966404]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9164900317191607, -0.5934037210966404, -0.23694096357815467]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.0302840343980082]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, 0.4982889369081386]",2,1
[6],1,[1],1,[-1.4224766107948632],1,1
"[6, 1]",10,"[1, 1]",1,"[-1.4224766107948632, -0.37305620910679954]",12,0
"[6, 1, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.37305620910679954, 1.0686048257933596]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6089963729764091]",12,0
"[1, 1, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6089963729764091, -0.5437498285668737]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.5040103711592135]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5040103711592135, 0.9255268131220842]",10,0
"[1, 12, 14, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.5040103711592135, 0.9255268131220842, 0.4680144184727372]",10,0
"[1, 12, 14, 12, 14]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.5040103711592135, 0.9255268131220842, 0.4680144184727372, -0.28053334576381866]",10,1
"[1, 12, 14, 12, 14, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.5040103711592135, 0.9255268131220842, 0.4680144184727372, -0.28053334576381866, 0.23011709409621212]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6360174232618975]",10,1
"[1, 12, 10]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6360174232618975, 0.8185203815477056]",2,0
"[1, 12, 10, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6360174232618975, 0.8185203815477056, -1.4224766107948632]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.9502296925060997]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, -0.0784330598507974]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, -0.0784330598507974, 1.040003402648045]",10,1
"[1, 12, 14, 12, 10]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, -0.0784330598507974, 1.040003402648045, -1.0910354331737393]",2,0
"[1, 12, 14, 12, 10, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, -0.0784330598507974, 1.040003402648045, -1.0910354331737393, -0.1097551967378545]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.6874169661685124]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6874169661685124, 0.7883239910194048]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6874169661685124, 0.7883239910194048, 0.9052536267366403]",2,1
[12],10,[1],1,[-1.4224766107948632],10,1
"[12, 10]",2,"[1, 1]",1,"[-1.4224766107948632, -0.7494728383491137]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.10537014755717353]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.10537014755717353, 0.5140638389188085]",10,1
